Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
DJIBUNGO MCNUGGT,44,157,44,157.0,https://lolchess.gg/profile/EUW/DJIBUNGO MCNUGGT
Sutorum,44,197,44,197.0,https://lolchess.gg/profile/EUW/Sutorum
Örphan Filter,44,277,44,277.0,https://lolchess.gg/profile/EUW/Örphan Filter
FreezingStorm,53,266,43,266.0,https://lolchess.gg/profile/EUW/FreezingStorm
DISNEY Memo,43,171,43,171.0,https://lolchess.gg/profile/EUW/DISNEY Memo
Staig Rövskägg,317,159,42,159.0,https://lolchess.gg/profile/EUW/Staig Rövskägg
senosanse,78,107,42,107.0,https://lolchess.gg/profile/EUW/senosanse
TTV Docoda,42,225,42,225.0,https://lolchess.gg/profile/EUW/TTV Docoda
Repokun,82,237,41,237.0,https://lolchess.gg/profile/EUW/Repokun
WintiThaiBoxer,143,175,40,175.0,https://lolchess.gg/profile/EUW/WintiThaiBoxer
me keef,116,149,40,149.0,https://lolchess.gg/profile/EUW/me keef
GG FontiDboy,58,147,40,147.0,https://lolchess.gg/profile/EUW/GG FontiDboy
Guillosko,767,195,38,195.0,https://lolchess.gg/profile/EUW/Guillosko
Ersinnx,679,231,38,231.0,https://lolchess.gg/profile/EUW/Ersinnx
KarpianoTwitch,75,300,38,300.0,https://lolchess.gg/profile/EUW/KarpianoTwitch
Loardeli,45,102,38,102.0,https://lolchess.gg/profile/EUW/Loardeli
Hìsokà,131,217,37,217.0,https://lolchess.gg/profile/EUW/Hìsokà
fuyun960,52,174,37,174.0,https://lolchess.gg/profile/EUW/fuyun960
ichbinweg,39,140,37,140.0,https://lolchess.gg/profile/EUW/ichbinweg
Daaave,73,194,36,194.0,https://lolchess.gg/profile/EUW/Daaave
Ixula,70,71,36,71.0,https://lolchess.gg/profile/EUW/Ixula
Fazooo135,36,204,36,204.0,https://lolchess.gg/profile/EUW/Fazooo135
gluteus maxímus,716,167,35,167.0,https://lolchess.gg/profile/EUW/gluteus maxímus
BLP kubixon,546,162,35,162.0,https://lolchess.gg/profile/EUW/BLP kubixon
On3Xu,153,207,35,207.0,https://lolchess.gg/profile/EUW/On3Xu
Senjó,68,115,35,115.0,https://lolchess.gg/profile/EUW/Senjó
MiaKhaulifla,38,271,35,271.0,https://lolchess.gg/profile/EUW/MiaKhaulifla
wrysp,256,183,34,183.0,https://lolchess.gg/profile/EUW/wrysp
QQ Jr,34,294,34,294.0,https://lolchess.gg/profile/EUW/QQ Jr
Miyakala,34,130,34,130.0,https://lolchess.gg/profile/EUW/Miyakala
IiI Legend,34,92,34,92.0,https://lolchess.gg/profile/EUW/IiI Legend
S1C xus0o,597,255,33,255.0,https://lolchess.gg/profile/EUW/S1C xus0o
Chokichoc,211,183,33,183.0,https://lolchess.gg/profile/EUW/Chokichoc
cul de poppy,33,108,33,108.0,https://lolchess.gg/profile/EUW/cul de poppy
PokePvE,46,79,32,79.0,https://lolchess.gg/profile/EUW/PokePvE
Rebanav,42,132,32,132.0,https://lolchess.gg/profile/EUW/Rebanav
vMetang,36,204,32,204.0,https://lolchess.gg/profile/EUW/vMetang
Iunci Volumen,63,92,31,92.0,https://lolchess.gg/profile/EUW/Iunci Volumen
Nythox Reformed,309,137,30,137.0,https://lolchess.gg/profile/EUW/Nythox Reformed
AGO traviscwat,206,227,30,227.0,https://lolchess.gg/profile/EUW/AGO traviscwat
FegCraB,41,89,30,89.0,https://lolchess.gg/profile/EUW/FegCraB
HxFeitan,31,305,30,305.0,https://lolchess.gg/profile/EUW/HxFeitan
INPA Vitaas,30,114,30,114.0,https://lolchess.gg/profile/EUW/INPA Vitaas
laventus,30,155,30,155.0,https://lolchess.gg/profile/EUW/laventus
Ðopy,30,163,30,163.0,https://lolchess.gg/profile/EUW/Ðopy
Brave est le ,30,108,30,108.0,https://lolchess.gg/profile/EUW/Brave est le 
darkest1903,463,201,29,201.0,https://lolchess.gg/profile/EUW/darkest1903
Ox Evikàz,263,128,29,128.0,https://lolchess.gg/profile/EUW/Ox Evikàz
KRC AieZen,183,215,29,215.0,https://lolchess.gg/profile/EUW/KRC AieZen
PWN Notvar0,153,143,29,143.0,https://lolchess.gg/profile/EUW/PWN Notvar0
TMS Littletoof,29,155,29,155.0,https://lolchess.gg/profile/EUW/TMS Littletoof
GCO Tomiche,29,121,29,121.0,https://lolchess.gg/profile/EUW/GCO Tomiche
nogee,110,276,28,276.0,https://lolchess.gg/profile/EUW/nogee
Le Coude Fou,65,241,28,241.0,https://lolchess.gg/profile/EUW/Le Coude Fou
lvl 2 Vulpix,33,85,28,85.0,https://lolchess.gg/profile/EUW/lvl 2 Vulpix
Walid 4k ,28,237,28,237.0,https://lolchess.gg/profile/EUW/Walid 4k 
Neagle,28,146,28,146.0,https://lolchess.gg/profile/EUW/Neagle
EEF11,28,229,28,229.0,https://lolchess.gg/profile/EUW/EEF11
Mecha Dampflok,28,106,28,106.0,https://lolchess.gg/profile/EUW/Mecha Dampflok
Kuzma MAMBA,546,297,27,297.0,https://lolchess.gg/profile/EUW/Kuzma MAMBA
brubbba,266,162,27,162.0,https://lolchess.gg/profile/EUW/brubbba
Potato Minims,88,117,27,117.0,https://lolchess.gg/profile/EUW/Potato Minims
Torlk,73,187,27,187.0,https://lolchess.gg/profile/EUW/Torlk
kiki la menace ,64,247,27,247.0,https://lolchess.gg/profile/EUW/kiki la menace 
calxus,33,144,27,144.0,https://lolchess.gg/profile/EUW/calxus
Falenian,29,126,27,126.0,https://lolchess.gg/profile/EUW/Falenian
W29F,391,107,26,107.0,https://lolchess.gg/profile/EUW/W29F
Gôtaga,210,222,26,222.0,https://lolchess.gg/profile/EUW/Gôtaga
Woaaaw,119,236,26,236.0,https://lolchess.gg/profile/EUW/Woaaaw
Bananabill,89,235,26,235.0,https://lolchess.gg/profile/EUW/Bananabill
TFTolana,57,118,26,118.0,https://lolchess.gg/profile/EUW/TFTolana
Eggobertus,53,147,26,147.0,https://lolchess.gg/profile/EUW/Eggobertus
Rutinoscorbin,26,189,26,189.0,https://lolchess.gg/profile/EUW/Rutinoscorbin
Onur420 TFT,26,201,26,201.0,https://lolchess.gg/profile/EUW/Onur420 TFT
2DRANK,26,165,26,165.0,https://lolchess.gg/profile/EUW/2DRANK
I Am Walde,95,147,25,147.0,https://lolchess.gg/profile/EUW/I Am Walde
Skayonara,59,82,25,82.0,https://lolchess.gg/profile/EUW/Skayonara
Hellxus,25,211,25,211.0,https://lolchess.gg/profile/EUW/Hellxus
Skpst,225,227,24,227.0,https://lolchess.gg/profile/EUW/Skpst
Sandstromz,158,181,24,181.0,https://lolchess.gg/profile/EUW/Sandstromz
Yasuhiroo,70,165,24,165.0,https://lolchess.gg/profile/EUW/Yasuhiroo
GG Sastrinho,68,197,24,197.0,https://lolchess.gg/profile/EUW/GG Sastrinho
NøstaIgia,29,165,24,165.0,https://lolchess.gg/profile/EUW/NøstaIgia
Easysss,26,140,24,140.0,https://lolchess.gg/profile/EUW/Easysss
tftmexsi,24,218,24,218.0,https://lolchess.gg/profile/EUW/tftmexsi
BoostedYeye,23,218,23,218.0,https://lolchess.gg/profile/EUW/BoostedYeye
Seele,104,179,22,179.0,https://lolchess.gg/profile/EUW/Seele
Tonichou,193,65,21,65.0,https://lolchess.gg/profile/EUW/Tonichou
ΣΛL,66,133,21,133.0,https://lolchess.gg/profile/EUW/ΣΛL
tertizz,28,206,21,206.0,https://lolchess.gg/profile/EUW/tertizz
Aetzy,108,121,20,121.0,https://lolchess.gg/profile/EUW/Aetzy
Phenyix,44,89,20,89.0,https://lolchess.gg/profile/EUW/Phenyix
IceLoom,39,134,20,134.0,https://lolchess.gg/profile/EUW/IceLoom
eiphaYstos,26,89,20,89.0,https://lolchess.gg/profile/EUW/eiphaYstos
JMCano,104,249,19,249.0,https://lolchess.gg/profile/EUW/JMCano
PCS Kalflo,50,251,19,251.0,https://lolchess.gg/profile/EUW/PCS Kalflo
Engkebøllé,29,130,19,130.0,https://lolchess.gg/profile/EUW/Engkebøllé
eliatftv3,352,137,18,137.0,https://lolchess.gg/profile/EUW/eliatftv3
ValeYouBet,69,109,18,109.0,https://lolchess.gg/profile/EUW/ValeYouBet
Toumy,18,217,18,217.0,https://lolchess.gg/profile/EUW/Toumy
Subtlecloud,18,140,18,140.0,https://lolchess.gg/profile/EUW/Subtlecloud
Knee,18,120,18,120.0,https://lolchess.gg/profile/EUW/Knee
USM Yobidashi,534,136,17,136.0,https://lolchess.gg/profile/EUW/USM Yobidashi
Shezix,93,177,17,177.0,https://lolchess.gg/profile/EUW/Shezix
You Patricio,23,92,17,92.0,https://lolchess.gg/profile/EUW/You Patricio
BibiPhok,18,136,17,136.0,https://lolchess.gg/profile/EUW/BibiPhok
AlwaysTheHunt,17,147,17,147.0,https://lolchess.gg/profile/EUW/AlwaysTheHunt
riceHS,17,141,17,141.0,https://lolchess.gg/profile/EUW/riceHS
ToonuTv,263,312,16,312.0,https://lolchess.gg/profile/EUW/ToonuTv
Poopmaker,239,223,16,223.0,https://lolchess.gg/profile/EUW/Poopmaker
Jinx IRL,53,114,16,114.0,https://lolchess.gg/profile/EUW/Jinx IRL
estebandeux,26,190,16,190.0,https://lolchess.gg/profile/EUW/estebandeux
MaSHiMoMo,16,124,16,124.0,https://lolchess.gg/profile/EUW/MaSHiMoMo
KaiserSrage,30,240,15,240.0,https://lolchess.gg/profile/EUW/KaiserSrage
Ugly Naked Guy,52,171,14,171.0,https://lolchess.gg/profile/EUW/Ugly Naked Guy
D4nnoAsR,31,220,14,220.0,https://lolchess.gg/profile/EUW/D4nnoAsR
Xion,14,84,14,84.0,https://lolchess.gg/profile/EUW/Xion
Big Vegan TS,239,235,13,235.0,https://lolchess.gg/profile/EUW/Big Vegan TS
BonaDragon,48,313,13,313.0,https://lolchess.gg/profile/EUW/BonaDragon
JamaicanDi,34,205,13,205.0,https://lolchess.gg/profile/EUW/JamaicanDi
TESTISment,142,120,12,120.0,https://lolchess.gg/profile/EUW/TESTISment
Seroo,30,136,12,136.0,https://lolchess.gg/profile/EUW/Seroo
hideonbushmfaker,87,157,10,157.0,https://lolchess.gg/profile/EUW/hideonbushmfaker
HeinoDoe,41,123,10,123.0,https://lolchess.gg/profile/EUW/HeinoDoe
Klauskanz,36,212,10,212.0,https://lolchess.gg/profile/EUW/Klauskanz
Z Hans,34,163,10,163.0,https://lolchess.gg/profile/EUW/Z Hans
AinzOooalGown,27,148,10,148.0,https://lolchess.gg/profile/EUW/AinzOooalGown
Pn01d,10,251,10,251.0,https://lolchess.gg/profile/EUW/Pn01d
oodawolfoo,10,210,10,210.0,https://lolchess.gg/profile/EUW/oodawolfoo
Leitsu,177,114,9,114.0,https://lolchess.gg/profile/EUW/Leitsu
matei3995,64,253,9,253.0,https://lolchess.gg/profile/EUW/matei3995
XPAKO Vejeetah,19,321,9,321.0,https://lolchess.gg/profile/EUW/XPAKO Vejeetah
AGO Zbrojson,296,257,7,257.0,https://lolchess.gg/profile/EUW/AGO Zbrojson
Oblivious Rick,126,160,7,160.0,https://lolchess.gg/profile/EUW/Oblivious Rick
Wailxuu,55,149,7,149.0,https://lolchess.gg/profile/EUW/Wailxuu
Lalalaaaaaaaaaaa,52,138,7,138.0,https://lolchess.gg/profile/EUW/Lalalaaaaaaaaaaa
laneledge,17,117,7,117.0,https://lolchess.gg/profile/EUW/laneledge
JosDanX,57,85,6,85.0,https://lolchess.gg/profile/EUW/JosDanX
XqcM,42,92,6,92.0,https://lolchess.gg/profile/EUW/XqcM
FLX Nyngui,6,138,6,138.0,https://lolchess.gg/profile/EUW/FLX Nyngui
Cr3van,6,182,6,182.0,https://lolchess.gg/profile/EUW/Cr3van
DionLSRP,86,280,5,280.0,https://lolchess.gg/profile/EUW/DionLSRP
TTV Miykeo,83,172,5,172.0,https://lolchess.gg/profile/EUW/TTV Miykeo
vx tomozzz123,41,150,5,150.0,https://lolchess.gg/profile/EUW/vx tomozzz123
TMS EsPat,14,100,5,100.0,https://lolchess.gg/profile/EUW/TMS EsPat
jhøn,203,144,4,144.0,https://lolchess.gg/profile/EUW/jhøn
Jumice,37,234,4,234.0,https://lolchess.gg/profile/EUW/Jumice
Faktori,28,237,4,237.0,https://lolchess.gg/profile/EUW/Faktori
CPT Futeyy,4,133,4,133.0,https://lolchess.gg/profile/EUW/CPT Futeyy
Texita,515,164,2,164.0,https://lolchess.gg/profile/EUW/Texita
Bural0,337,220,2,220.0,https://lolchess.gg/profile/EUW/Bural0
USM Joyx,28,240,2,240.0,https://lolchess.gg/profile/EUW/USM Joyx
Morefunnystudy,21,167,2,167.0,https://lolchess.gg/profile/EUW/Morefunnystudy
OnlyBetter,10,72,2,72.0,https://lolchess.gg/profile/EUW/OnlyBetter
LastKardax,123,292,1,292.0,https://lolchess.gg/profile/EUW/LastKardax
Enclase,80,262,1,262.0,https://lolchess.gg/profile/EUW/Enclase
Øne Łìfe,69,151,1,151.0,https://lolchess.gg/profile/EUW/Øne Łìfe
jodelj,541,87,0,87.0,https://lolchess.gg/profile/EUW/jodelj
donkey rerollers,517,173,0,173.0,https://lolchess.gg/profile/EUW/donkey rerollers
ZeulEnache,432,113,0,113.0,https://lolchess.gg/profile/EUW/ZeulEnache
Crvor,334,354,0,354.0,https://lolchess.gg/profile/EUW/Crvor
La tchoin Belge,323,180,0,180.0,https://lolchess.gg/profile/EUW/La tchoin Belge
BGN ShinoPavels,293,153,0,153.0,https://lolchess.gg/profile/EUW/BGN ShinoPavels
Limkorv,240,113,0,113.0,https://lolchess.gg/profile/EUW/Limkorv
Mid from Hyrule,229,219,0,219.0,https://lolchess.gg/profile/EUW/Mid from Hyrule
NochasRamas,228,165,0,165.0,https://lolchess.gg/profile/EUW/NochasRamas
DigaSparta69,222,116,0,116.0,https://lolchess.gg/profile/EUW/DigaSparta69
Iocke,211,175,0,175.0,https://lolchess.gg/profile/EUW/Iocke
Sh11T0u,204,103,0,103.0,https://lolchess.gg/profile/EUW/Sh11T0u
Phylux,203,192,0,192.0,https://lolchess.gg/profile/EUW/Phylux
Maybe Rush Chall,200,92,0,92.0,https://lolchess.gg/profile/EUW/Maybe Rush Chall
KRC Kimi,200,82,0,82.0,https://lolchess.gg/profile/EUW/KRC Kimi
CriminaL Ghetto,182,122,0,122.0,https://lolchess.gg/profile/EUW/CriminaL Ghetto
S1C ODESZA,166,88,0,88.0,https://lolchess.gg/profile/EUW/S1C ODESZA
CactusMcCoy,117,124,0,124.0,https://lolchess.gg/profile/EUW/CactusMcCoy
pokrovac,113,103,0,103.0,https://lolchess.gg/profile/EUW/pokrovac
indi TFT,106,151,0,151.0,https://lolchess.gg/profile/EUW/indi TFT
SaucePan,81,55,0,55.0,https://lolchess.gg/profile/EUW/SaucePan
TreeEskimo,74,127,0,127.0,https://lolchess.gg/profile/EUW/TreeEskimo
akon feat tpain,74,133,0,133.0,https://lolchess.gg/profile/EUW/akon feat tpain
Maxwellβoltzman,57,54,0,54.0,https://lolchess.gg/profile/EUW/Maxwellβoltzman
OICCUL ENAM,56,171,0,171.0,https://lolchess.gg/profile/EUW/OICCUL ENAM
Maıco,52,109,0,109.0,https://lolchess.gg/profile/EUW/Maıco
KRC Skyfroz,51,110,0,110.0,https://lolchess.gg/profile/EUW/KRC Skyfroz
Aycow,46,163,0,163.0,https://lolchess.gg/profile/EUW/Aycow
Bobbobobobobo,42,112,0,112.0,https://lolchess.gg/profile/EUW/Bobbobobobobo
HamburgerJesus,41,112,0,112.0,https://lolchess.gg/profile/EUW/HamburgerJesus
XonitronTV,40,94,0,94.0,https://lolchess.gg/profile/EUW/XonitronTV
Togá,40,137,0,137.0,https://lolchess.gg/profile/EUW/Togá
Cuddling Bear,38,111,0,111.0,https://lolchess.gg/profile/EUW/Cuddling Bear
SVD Jimbou,37,130,0,130.0,https://lolchess.gg/profile/EUW/SVD Jimbou
Aubregine,28,106,0,106.0,https://lolchess.gg/profile/EUW/Aubregine
noreroll,28,116,0,116.0,https://lolchess.gg/profile/EUW/noreroll
PTMEK,27,210,0,210.0,https://lolchess.gg/profile/EUW/PTMEK
Deambulador,26,138,0,138.0,https://lolchess.gg/profile/EUW/Deambulador
6VODKAS,23,52,0,52.0,https://lolchess.gg/profile/EUW/6VODKAS
twisted fate17,23,51,0,51.0,https://lolchess.gg/profile/EUW/twisted fate17
Pistache Miam,20,61,0,61.0,https://lolchess.gg/profile/EUW/Pistache Miam
realyamamoto,19,160,0,160.0,https://lolchess.gg/profile/EUW/realyamamoto
LoJ19,19,104,0,104.0,https://lolchess.gg/profile/EUW/LoJ19
Kahba Slayer,19,123,0,123.0,https://lolchess.gg/profile/EUW/Kahba Slayer
tianyibukewei,18,95,0,95.0,https://lolchess.gg/profile/EUW/tianyibukewei
Nadyl62,18,95,0,95.0,https://lolchess.gg/profile/EUW/Nadyl62
Zanaywé,17,194,0,194.0,https://lolchess.gg/profile/EUW/Zanaywé
ScyTT,17,90,0,90.0,https://lolchess.gg/profile/EUW/ScyTT
Bananana,16,104,0,104.0,https://lolchess.gg/profile/EUW/Bananana
SanXz,16,158,0,158.0,https://lolchess.gg/profile/EUW/SanXz
FlwDeRs,16,98,0,98.0,https://lolchess.gg/profile/EUW/FlwDeRs
KissMyCougar,15,45,0,45.0,https://lolchess.gg/profile/EUW/KissMyCougar
Jia zi Jia zhu,14,57,0,57.0,https://lolchess.gg/profile/EUW/Jia zi Jia zhu
Vilezil,14,63,0,63.0,https://lolchess.gg/profile/EUW/Vilezil
GlaiverLord,13,118,0,118.0,https://lolchess.gg/profile/EUW/GlaiverLord
Cûpid,11,145,0,145.0,https://lolchess.gg/profile/EUW/Cûpid
DrinkingRIO,11,101,0,101.0,https://lolchess.gg/profile/EUW/DrinkingRIO
AllezOops,11,89,0,89.0,https://lolchess.gg/profile/EUW/AllezOops
Danreal,10,131,0,131.0,https://lolchess.gg/profile/EUW/Danreal
shooku,10,251,0,251.0,https://lolchess.gg/profile/EUW/shooku
jhinsamiradraven,10,110,0,110.0,https://lolchess.gg/profile/EUW/jhinsamiradraven
Boyan his Smurf,9,106,0,106.0,https://lolchess.gg/profile/EUW/Boyan his Smurf
Rania,8,163,0,163.0,https://lolchess.gg/profile/EUW/Rania
sograndediao,7,81,0,81.0,https://lolchess.gg/profile/EUW/sograndediao
sphereeeee,5,137,0,137.0,https://lolchess.gg/profile/EUW/sphereeeee
2rk8,5,89,0,89.0,https://lolchess.gg/profile/EUW/2rk8
OdinPlayeur,4,77,0,77.0,https://lolchess.gg/profile/EUW/OdinPlayeur
WitoldTFT,4,135,0,135.0,https://lolchess.gg/profile/EUW/WitoldTFT
FuLLP0w3r,4,86,0,86.0,https://lolchess.gg/profile/EUW/FuLLP0w3r
HooXi,3,174,0,174.0,https://lolchess.gg/profile/EUW/HooXi
JR70 TKey,3,87,0,87.0,https://lolchess.gg/profile/EUW/JR70 TKey
H4ckorx,2,68,0,68.0,https://lolchess.gg/profile/EUW/H4ckorx
Falouille,1,80,0,80.0,https://lolchess.gg/profile/EUW/Falouille
Hοtwings,1,189,0,189.0,https://lolchess.gg/profile/EUW/Hοtwings
Nekror,1,67,0,67.0,https://lolchess.gg/profile/EUW/Nekror
Zeroaisu,1,185,0,185.0,https://lolchess.gg/profile/EUW/Zeroaisu
I ve no idea WHY,1,208,0,208.0,https://lolchess.gg/profile/EUW/I ve no idea WHY
Socatee,0,166,0,166.0,https://lolchess.gg/profile/EUW/Socatee
Anowane,0,100,0,100.0,https://lolchess.gg/profile/EUW/Anowane
Gobosteur,0,136,0,136.0,https://lolchess.gg/profile/EUW/Gobosteur
bubuto355,0,136,0,136.0,https://lolchess.gg/profile/EUW/bubuto355
mNeverSayDie,0,167,0,167.0,https://lolchess.gg/profile/EUW/mNeverSayDie
Lizi Kevin,0,134,0,134.0,https://lolchess.gg/profile/EUW/Lizi Kevin
Sapancalı TFT,0,164,0,164.0,https://lolchess.gg/profile/EUW/Sapancalı TFT
inqenuity,0,134,0,134.0,https://lolchess.gg/profile/EUW/inqenuity
Shiboubz,0,181,0,181.0,https://lolchess.gg/profile/EUW/Shiboubz
Horny Toad,0,150,0,150.0,https://lolchess.gg/profile/EUW/Horny Toad
FeelNoPressure,0,176,0,176.0,https://lolchess.gg/profile/EUW/FeelNoPressure
Leran,0,50,0,50.0,https://lolchess.gg/profile/EUW/Leran
An Estus Flask,0,143,0,143.0,https://lolchess.gg/profile/EUW/An Estus Flask
smonzz,0,162,0,162.0,https://lolchess.gg/profile/EUW/smonzz
Lucina Auroria,0,189,0,189.0,https://lolchess.gg/profile/EUW/Lucina Auroria
not as good,0,157,0,157.0,https://lolchess.gg/profile/EUW/not as good
The OCP,0,82,0,82.0,https://lolchess.gg/profile/EUW/The OCP
boligrafo,0,198,0,198.0,https://lolchess.gg/profile/EUW/boligrafo
Jungle Jason,0,107,0,107.0,https://lolchess.gg/profile/EUW/Jungle Jason
ItsDebon,0,90,0,90.0,https://lolchess.gg/profile/EUW/ItsDebon
Bîoshockz,0,84,0,84.0,https://lolchess.gg/profile/EUW/Bîoshockz
tzny,0,63,0,63.0,https://lolchess.gg/profile/EUW/tzny
RillaLP,0,181,0,181.0,https://lolchess.gg/profile/EUW/RillaLP
Hijo de Mortdog,0,106,0,106.0,https://lolchess.gg/profile/EUW/Hijo de Mortdog
Findlic,0,195,0,195.0,https://lolchess.gg/profile/EUW/Findlic
Soy Ry4n,0,133,0,133.0,https://lolchess.gg/profile/EUW/Soy Ry4n
LX Carotz,0,209,0,209.0,https://lolchess.gg/profile/EUW/LX Carotz
TheIc3creamman,0,173,0,173.0,https://lolchess.gg/profile/EUW/TheIc3creamman
Ire1ia,0,105,0,105.0,https://lolchess.gg/profile/EUW/Ire1ia
hackistft,0,230,0,230.0,https://lolchess.gg/profile/EUW/hackistft
Serrano,0,193,0,193.0,https://lolchess.gg/profile/EUW/Serrano
N0 SPOON,0,136,0,136.0,https://lolchess.gg/profile/EUW/N0 SPOON
dvnteeee,0,147,0,147.0,https://lolchess.gg/profile/EUW/dvnteeee
xProberto ,0,123,0,123.0,https://lolchess.gg/profile/EUW/xProberto 
Mr Whiskers777,0,153,0,153.0,https://lolchess.gg/profile/EUW/Mr Whiskers777
LeDuc,0,171,0,171.0,https://lolchess.gg/profile/EUW/LeDuc
hengrid,0,142,0,142.0,https://lolchess.gg/profile/EUW/hengrid
Blood Red Diamon,0,239,0,239.0,https://lolchess.gg/profile/EUW/Blood Red Diamon
Chik1Fiak,0,180,0,180.0,https://lolchess.gg/profile/EUW/Chik1Fiak
IQPlayZz2,0,134,0,134.0,https://lolchess.gg/profile/EUW/IQPlayZz2
Nèrz,0,195,0,195.0,https://lolchess.gg/profile/EUW/Nèrz
K1rlu,0,169,0,169.0,https://lolchess.gg/profile/EUW/K1rlu
Oaqn,0,185,0,185.0,https://lolchess.gg/profile/EUW/Oaqn
Fauerdiepie,0,172,0,172.0,https://lolchess.gg/profile/EUW/Fauerdiepie
nantipack,0,264,0,264.0,https://lolchess.gg/profile/EUW/nantipack
12C4 Douglas,0,175,0,175.0,https://lolchess.gg/profile/EUW/12C4 Douglas
meloo8,0,189,0,189.0,https://lolchess.gg/profile/EUW/meloo8
INot Even Klaus,0,127,0,127.0,https://lolchess.gg/profile/EUW/INot Even Klaus
Bigeuclid,0,223,0,223.0,https://lolchess.gg/profile/EUW/Bigeuclid
Möjö,0,75,0,75.0,https://lolchess.gg/profile/EUW/Möjö
Champions Tale,0,158,0,158.0,https://lolchess.gg/profile/EUW/Champions Tale
aphroki,0,110,0,110.0,https://lolchess.gg/profile/EUW/aphroki
lstenEUW,0,153,0,153.0,https://lolchess.gg/profile/EUW/lstenEUW
LeAssDeTargamas,0,174,0,174.0,https://lolchess.gg/profile/EUW/LeAssDeTargamas
Delmoflow,0,163,0,163.0,https://lolchess.gg/profile/EUW/Delmoflow
NES Jeduu,0,244,0,244.0,https://lolchess.gg/profile/EUW/NES Jeduu
MUSHKINN,0,175,0,175.0,https://lolchess.gg/profile/EUW/MUSHKINN
Maodzedum,0,178,0,178.0,https://lolchess.gg/profile/EUW/Maodzedum
TOUNEJAI,0,213,0,213.0,https://lolchess.gg/profile/EUW/TOUNEJAI
nonolenorobot,0,157,0,157.0,https://lolchess.gg/profile/EUW/nonolenorobot
Nídálee,0,101,0,101.0,https://lolchess.gg/profile/EUW/Nídálee
bobsi37,0,77,0,77.0,https://lolchess.gg/profile/EUW/bobsi37
GG Lubri,0,164,0,164.0,https://lolchess.gg/profile/EUW/GG Lubri
TobyEazy,0,149,0,149.0,https://lolchess.gg/profile/EUW/TobyEazy
LilTadο,0,239,0,239.0,https://lolchess.gg/profile/EUW/LilTadο
HJIN Miig,0,86,0,86.0,https://lolchess.gg/profile/EUW/HJIN Miig
Daéjà Vu ,0,175,0,175.0,https://lolchess.gg/profile/EUW/Daéjà Vu 
Mr Losestreak,0,105,0,105.0,https://lolchess.gg/profile/EUW/Mr Losestreak
Alifron,0,192,0,192.0,https://lolchess.gg/profile/EUW/Alifron
Zypressenn,0,85,0,85.0,https://lolchess.gg/profile/EUW/Zypressenn
Kalkmanden,0,107,0,107.0,https://lolchess.gg/profile/EUW/Kalkmanden
SiziKafasizlar,0,213,0,213.0,https://lolchess.gg/profile/EUW/SiziKafasizlar
Ηeda,0,162,0,162.0,https://lolchess.gg/profile/EUW/Ηeda
MDLK,0,152,0,152.0,https://lolchess.gg/profile/EUW/MDLK
CRZIRAKETE,0,123,0,123.0,https://lolchess.gg/profile/EUW/CRZIRAKETE
TimeØut ,0,176,0,176.0,https://lolchess.gg/profile/EUW/TimeØut 
Eboy Urg0d ,282,154,-1,154.0,https://lolchess.gg/profile/EUW/Eboy Urg0d 
Twiłight,19,116,-1,116.0,https://lolchess.gg/profile/EUW/Twiłight
GetLaidAllTime,15,141,-1,141.0,https://lolchess.gg/profile/EUW/GetLaidAllTime
Ath4l,72,203,-2,203.0,https://lolchess.gg/profile/EUW/Ath4l
stinkyabuser,46,228,-2,228.0,https://lolchess.gg/profile/EUW/stinkyabuser
AirmaxZ,10,160,-2,160.0,https://lolchess.gg/profile/EUW/AirmaxZ
qldurmts,0,102,-2,102.0,https://lolchess.gg/profile/EUW/qldurmts
ao ba ma,0,128,-3,128.0,https://lolchess.gg/profile/EUW/ao ba ma
Qualdrion,349,92,-4,92.0,https://lolchess.gg/profile/EUW/Qualdrion
Mykayah,112,117,-4,117.0,https://lolchess.gg/profile/EUW/Mykayah
TheIkeRagnell,63,183,-4,183.0,https://lolchess.gg/profile/EUW/TheIkeRagnell
YlanSolo,0,145,-4,145.0,https://lolchess.gg/profile/EUW/YlanSolo
Dylzz,0,195,-4,195.0,https://lolchess.gg/profile/EUW/Dylzz
Bazo0,18,226,-5,226.0,https://lolchess.gg/profile/EUW/Bazo0
AkuariV3,10,162,-5,162.0,https://lolchess.gg/profile/EUW/AkuariV3
Dirkie007,10,104,-5,104.0,https://lolchess.gg/profile/EUW/Dirkie007
v2Powaa,0,174,-5,174.0,https://lolchess.gg/profile/EUW/v2Powaa
El Big Bad,0,187,-5,187.0,https://lolchess.gg/profile/EUW/El Big Bad
Multifasciatus ,0,165,-5,165.0,https://lolchess.gg/profile/EUW/Multifasciatus 
Tekllon,0,90,-5,90.0,https://lolchess.gg/profile/EUW/Tekllon
Wink Rose J,0,121,-5,121.0,https://lolchess.gg/profile/EUW/Wink Rose J
Dríger,366,210,-6,210.0,https://lolchess.gg/profile/EUW/Dríger
HampikChampion,46,206,-6,206.0,https://lolchess.gg/profile/EUW/HampikChampion
Tyuz,39,166,-6,166.0,https://lolchess.gg/profile/EUW/Tyuz
Yooh,0,98,-6,98.0,https://lolchess.gg/profile/EUW/Yooh
Mîthra,0,176,-6,176.0,https://lolchess.gg/profile/EUW/Mîthra
